id,taxonomy
GQ382410.1,marine
GQ382409.1,marine
GQ382408.1,marine
GQ382407.1,marine
GQ382406.1,marine
GQ382405.1,marine
GQ382404.1,marine
GQ382403.1,marine
GQ382402.1,marine
GQ382401.1,marine
GQ382400.1,marine
GQ382399.1,marine
GQ382398.1,marine
GQ382397.1,marine
GQ382396.1,marine
GQ382395.1,marine
GQ382394.1,marine
GQ382393.1,marine
GQ382392.1,marine
GQ382391.1,marine
GQ382390.1,marine
GQ382389.1,marine
GQ382388.1,marine
GQ382387.1,marine
GQ382386.1,marine
GQ382385.1,marine
GQ382384.1,marine
GQ382383.1,marine
GQ382382.1,marine
GQ382381.1,marine
GQ382380.1,marine
GQ382379.1,marine
GQ382378.1,marine
GQ382377.1,marine
GQ382376.1,marine
GQ382375.1,marine
GQ382374.1,marine
GQ382373.1,marine
GQ382372.1,marine
GQ382371.1,marine
GQ382370.1,marine
GQ382369.1,marine
GQ382368.1,marine
GQ382367.1,marine
GQ382366.1,marine
GQ382365.1,marine
GQ382364.1,marine
GQ382363.1,marine
GQ382362.1,marine
GQ382361.1,marine
GQ382360.1,marine
GQ382359.1,marine
GQ382358.1,marine
GQ382357.1,marine
GQ382356.1,marine
GQ382355.1,marine
GQ382354.1,marine
GQ382353.1,marine
GQ382352.1,marine
GQ382351.1,marine
GQ382350.1,marine
GQ382349.1,marine
GQ382348.1,marine
GQ382347.1,marine
GQ382346.1,marine
GQ382345.1,marine
GQ382344.1,marine
GQ382343.1,marine
GQ382342.1,marine
GQ382341.1,marine
GQ382340.1,marine
GQ382339.1,marine
GQ382338.1,marine
GQ382337.1,marine
GQ382336.1,marine
GQ382335.1,marine
GQ382334.1,marine
GQ382333.1,marine
GQ382332.1,marine
GQ382331.1,marine
GQ382330.1,marine
GQ382329.1,marine
GQ382328.1,marine
GQ382327.1,marine
GQ382326.1,marine
GQ382325.1,marine
GQ382324.1,marine
GQ382323.1,marine
GQ382322.1,marine
GQ382321.1,marine
GQ382320.1,marine
GQ382319.1,marine
GQ382318.1,marine
GQ382317.1,marine
GQ382316.1,marine
GQ382315.1,marine
GQ382314.1,marine
GQ382313.1,marine
GQ382312.1,marine
GQ382311.1,marine
GQ382310.1,marine
GQ382309.1,marine
GQ382308.1,marine
GQ382307.1,marine
GQ382306.1,marine
GQ382305.1,marine
GQ382304.1,marine
GQ382303.1,marine
GQ382302.1,marine
GQ382301.1,marine
GQ382300.1,marine
GQ382299.1,marine
GQ382298.1,marine
GQ382297.1,marine
GQ382296.1,marine
GQ382295.1,marine
GQ382294.1,marine
GQ382293.1,marine
GQ382292.1,marine
GQ382291.1,marine
GQ382290.1,marine
GQ382289.1,marine
GQ382288.1,marine
GQ382287.1,marine
GQ382286.1,marine
GQ382285.1,marine
GQ382284.1,marine
GQ382283.1,marine
GQ382282.1,marine
GQ382281.1,marine
GQ382280.1,marine
GQ382279.1,marine
GQ382278.1,marine
GQ382277.1,marine
LN850757.1,Microascus
HF952605.1,Rhodomonas
HF952604.1,Rhodomonas
HF952603.1,Rhodomonas
HF952601.1,Rhodomonas
HF952600.1,Rhodomonas
HF952599.1,Rhodomonas
HF952598.1,Rhodomonas
HF952597.1,Rhodomonas
HF952596.1,Rhodomonas
HF952595.1,Rhodomonas
HF952594.1,Rhodomonas
HF952593.1,Rhodomonas
HF952592.1,Rhodomonas
HF952591.1,Rhodomonas
HF952590.1,Rhodomonas
HF952589.1,Rhodomonas
HF952588.1,Rhodomonas
HF952587.1,Rhodomonas
HF952586.1,Rhodomonas
HF952585.1,Rhodomonas
HF952584.1,Rhodomonas
HF952583.1,Rhodomonas
HF952582.1,Rhodomonas
HF952581.1,Rhodomonas
HF952580.1,Rhodomonas
HF952579.1,Rhodomonas
HF952578.1,Rhodomonas
HF952576.1,Rhodomonas
HF952575.1,Rhodomonas
HF952574.1,Rhodomonas
HF952573.1,Rhodomonas
HF952572.1,Rhodomonas
HF952571.1,Rhodomonas
HF952570.1,Rhodomonas
HF952569.1,Rhodomonas
HF952568.1,Rhodomonas
HF952567.1,Rhodomonas
HF952566.1,Rhodomonas
HF952565.1,Storeatula
HF952564.1,Storeatula
HF952563.1,Rhinomonas
HF952562.1,Rhinomonas
HF952561.1,Rhinomonas
HF952560.1,Rhinomonas
HF952559.1,Rhinomonas
HF952558.1,Rhinomonas
HF952557.1,Rhinomonas
HF952556.1,Rhinomonas
HF952555.1,Rhinomonas
NC_092579.1,Apostichopus
NT_166539.1,Aspergillus
AM270983.1,Aspergillus
CBFDIK010000020.1,soil
KF901273.1,marine
KF901270.1,marine
KF901211.1,marine
KF901210.1,marine
KF901209.1,marine
KF901208.1,marine
KF901284.1,marine
KF901223.1,marine
KF901189.1,marine
KF901295.1,marine
KF901293.1,marine
KF901285.1,marine
KF901283.1,marine
KF901276.1,marine
KF901271.1,marine
KF901241.1,marine
KF901218.1,marine
KF901215.1,marine
KF901194.1,marine
KF901191.1,marine
KF901297.1,marine
KF901234.1,marine
KF901233.1,marine
KF901220.1,marine
KF901212.1,marine
KF901201.1,marine
KF900541.1,marine
KF901277.1,marine
KF901263.1,marine
KF901259.1,marine
KF901254.1,marine
KF901251.1,marine
KF901248.1,marine
KF901238.1,marine
KF901229.1,marine
KF901226.1,marine
KF901222.1,marine
KF901216.1,marine
KF901214.1,marine
KF901200.1,marine
KF901190.1,marine
KF901188.1,marine
KF646464.1,Alexandrium
KF646463.1,Alexandrium
KF646458.1,Alexandrium
NC_092628.1,Amphiura
KF901267.1,marine
KF901256.1,marine
KF901244.1,marine
KF901242.1,marine
KF901239.1,marine
KF901206.1,marine
KF901202.1,marine
KF901296.1,marine
KF901294.1,marine
KF901292.1,marine
KF901291.1,marine
KF901290.1,marine
KF901289.1,marine
KF901288.1,marine
KF901287.1,marine
KF901286.1,marine
KF901282.1,marine
KF901281.1,marine
KF901280.1,marine
KF901279.1,marine
KF901278.1,marine
KF901275.1,marine
KF901274.1,marine
KF901272.1,marine
KF901269.1,marine
KF901268.1,marine
KF901266.1,marine
KF901265.1,marine
KF901264.1,marine
KF901262.1,marine
KF901261.1,marine
KF901260.1,marine
KF901258.1,marine
KF901257.1,marine
KF901255.1,marine
KF901253.1,marine
KF901252.1,marine
KF901250.1,marine
KF901249.1,marine
KF901247.1,marine
KF901246.1,marine
KF901245.1,marine
KF901243.1,marine
KF901240.1,marine
KF901237.1,marine
KF901236.1,marine
KF901235.1,marine
KF901232.1,marine
KF901231.1,marine
KF901230.1,marine
KF901228.1,marine
KF901227.1,marine
KF901225.1,marine
KF901224.1,marine
KF901221.1,marine
KF901219.1,marine
KF901217.1,marine
KF901213.1,marine
KF901207.1,marine
KF901205.1,marine
KF901204.1,marine
KF901203.1,marine
KF901199.1,marine
KF901198.1,marine
KF901197.1,marine
KF901196.1,marine
KF901195.1,marine
KF901193.1,marine
KF901192.1,marine
KF900463.1,marine
CBFDRV010000049.1,soil
LC325858.1,Pm-D2
LC325857.1,Pm-D1
LC325856.1,Pm-C2
LC325855.1,Pm-C1
LC325854.1,Pm-B4
LC325853.1,Pm-B3
LC325852.1,Pm-B2
LC325851.1,Pm-B1
AY303357.1,diatom
JAGRRH010000007.1,Nitzschia
MH234250.1,dinoflagellate
MH234249.1,dinoflagellate
MH234248.1,dinoflagellate
MH234247.1,dinoflagellate
MH234246.1,dinoflagellate
MH234245.1,dinoflagellate
MH234244.1,dinoflagellate
MH234243.1,dinoflagellate
MH234242.1,dinoflagellate
MH234241.1,dinoflagellate
MH234240.1,dinoflagellate
MH234239.1,dinoflagellate
MH234238.1,dinoflagellate
MH234237.1,dinoflagellate
MH234236.1,dinoflagellate
MH234235.1,dinoflagellate
MH234234.1,dinoflagellate
MH234233.1,dinoflagellate
MH234232.1,dinoflagellate
MH234231.1,dinoflagellate
MH234230.1,dinoflagellate
MH234229.1,dinoflagellate
MH234228.1,dinoflagellate
MH234227.1,dinoflagellate
MH234226.1,dinoflagellate
MH234225.1,dinoflagellate
MH234224.1,dinoflagellate
MH234223.1,dinoflagellate
KX259327.1,Paramyxa
KX259326.1,Paramyxa
KX259325.1,Paramyxa
KX259323.1,Paramyxa
KX259322.1,Paramyxida
KX259321.1,Paramyxida
KX259320.1,Paramarteilia
KX259319.1,Marteilia
KX259318.1,Marteilia
DQ924559.1,Perna
DQ924558.1,Aulacomya
DQ924557.1,Aulacomya
DQ924556.1,Perna
DQ924555.1,Perna
DQ924554.1,Perna
DQ924553.1,Perna
DQ924552.1,Perna
DQ924551.1,Perna
DQ924550.1,Perna
DQ924549.1,Perna
DQ924548.1,Perna
DQ924547.1,Perna
DQ924546.1,Perna
DQ924545.1,Perna
DQ924544.1,Perna
DQ924543.1,Perna
DQ924542.1,Perna
DQ924541.1,Perna
DQ924540.1,Perna
DQ924539.1,Perna
DQ924538.1,Perna
AY753984.1,L16.10
AY753983.1,L16.17
AY753982.1,L16.16
AY753981.1,L8.8
AY753980.1,L15.4
AY753979.1,L11.5
AY753978.1,L6.7
AY753977.1,L6.5
AY753976.1,L8.1
AY753975.1,L5.9
AY753974.1,L13.5
AY753973.1,L13.2
AY753972.1,L5.7
AY753971.1,L5.5
AY753970.1,L8.2
AY753969.1,L10.6
AY753968.1,L10.2
AY753967.1,L9.6
AY753966.1,L14.7
AY753965.1,L13.1
AY753964.1,L13.8
AY753963.1,L13.10
AY753962.1,L11.7
AY753961.1,L11.8
AY753960.1,L11.6
AY753959.1,L15.10
AY753958.1,L5.6
AY753957.1,L6.8
AY753956.1,L10.10
AY753955.1,L3.2
AY753954.1,L8.5
AY753953.1,L12.9
AY753952.1,L12.7
AY753951.1,L8.10
AY753950.1,L1.6
AY753949.1,L12.4
AY753948.1,L4.9
AY753947.1,L8.9
AY753946.1,L7.7
AY749598.1,M3.2
AY749597.1,M2.1
AY749596.1,M1.2
AY749595.1,FW22.4
AY749594.1,FW22.3
AY749593.1,FW22.2
AY749592.1,FW21.4
AY749591.1,FW21.2
AY749590.1,FW21.1
AY749589.1,FW20.5
AY749588.1,FW18.5
AY749587.1,FW18.1
AY749586.1,FW17.4
AY749585.1,FW17.2
AY749584.1,FW16.4
AY749583.1,FW16.3
AY749582.1,FW16.2
AY749581.1,FW16.1
AY749580.1,FW15.5
AY749579.1,FW13.2
AY749578.1,FW12.5
AY749577.1,FW12.3
AY749576.1,FW12.1
AY749575.1,FW11.5
AY749574.1,FW11.2
AY749573.1,FW11.1
AY749572.1,FW10.4
AY749571.1,FW10.1
AY749570.1,FW9.3
AY749569.1,FW9.2
AY749568.1,FW9.1
AY749567.1,FW8.7
AY749566.1,FW8.3
AY749565.1,FW7.4
AY749564.1,FW7.3
AY749563.1,FW7.1
AY749562.1,FW6.8
AY749561.1,FW6.6
AY749560.1,FW6.4
AY749559.1,FW5.1
AY749558.1,FW4.3
AY749557.1,FW4.1
AY749556.1,FW3.4
AY749555.1,FW3.3
AY749554.1,FW3.2
AY749553.1,FW3.1
AY749552.1,FW2.3
AY749551.1,FW1.3
AY116241.1,ANT12-28
AY116240.1,NA11-8
AY116239.1,NA11-10
AY116238.1,ANT37-29
AY116237.1,ANT12-29
AY116236.1,ANT37-18
AY116235.1,ANT12-27
AY116234.1,ANT12-25
AY116233.1,ANT12-23
AY116232.1,ANT12-21
AY116231.1,ANT12-20
AY116230.1,ANT12-19
AY116229.1,ANT37-17
AY116228.1,ANT12-18
AY116227.1,ANT12-17
AY116226.1,ANT12-16
AY116225.1,ANT12-15
AY116224.1,ME1-30
AY116223.1,ME1-29
AY116222.1,ANT12-22
AY116221.1,ME1-28
AY116220.1,ANT12-26
AY116219.1,NA11-9
KT390149.1,Mortierella
KT390148.1,Aspergillus
KT390147.1,Desmochloris
KT390146.1,Ostreococcus
KT390145.1,Chloropicon
KT390144.1,Mantoniella
KT390143.1,Ostreococcus
KT390142.1,Mantoniella
KT390141.1,Mantoniella
KT390140.1,Phaeocystis
KT390139.1,Mantoniella
KT390138.1,Chloropicon
KT390137.1,Chloropicon
KT390136.1,Tyromyces
KT390135.1,Chloropicon
KT390134.1,Chloropicon
KT390133.1,Chloropicon
KT390132.1,Aspergillus
KT390131.1,Chloropicon
KT390130.1,Chroomonas
KT390129.1,Chloropicon
KT390128.1,Chloropicon
KT390127.1,Chloropicon
KT390126.1,Chloropicon
KT390125.1,Chloropicon
KT390124.1,Chloropicon
KT390123.1,Chloropicon
KT390122.1,Chloropicon
KT390121.1,Chloropicon
KT390120.1,Chloropicon
KT390119.1,Chloropicon
KT390118.1,Aspergillus
KT390117.1,Chloropicon
KT390116.1,Chloropicon
KT390115.1,Ostreococcus
KT390114.1,Chloropicon
KT390113.1,Chloropicon
KT390112.1,Chloropicon
KT390111.1,Chloropicon
KT390110.1,Chloropicon
KT390109.1,Chloropicon
KT390108.1,Chloropicon
KT390107.1,Chloropicon
KT390106.1,Chloropicon
KT390105.1,Chloropicon
KT390104.1,Cymbomonas
KT390103.1,Pauliella
KT390102.1,Skeletonema
KT390101.1,Chloropicon
KT390100.1,Leyanella
KT390099.1,Gymnodinium
KT390097.1,Cyclotella
KT390096.1,Oxytricha
KT390095.1,Pauliella
KT390094.1,Euduboscquella
KT390093.1,Gyrodinium
KT390091.1,Thalassiosira
KT390090.1,Thalassiosira
KT390089.1,Diplopsalis
KT390088.1,Nitzschia
KT390087.1,Leyanella
KT390086.1,Ostreococcus
KT390085.1,Micromonas
KT390084.1,Micromonas
KT390082.1,Chrysochromulina
KT390081.1,stramenopile
KT390080.1,Chloropicon
KT390079.1,Chloropicon
KT390078.1,Micromonas
KT390077.1,Ostreococcus
KT390076.1,Halteria
KT390074.1,Ostreococcus
KT390073.1,Micromonas
KT390071.1,Pelagococcus
KT390070.1,Aureococcus
KT390069.1,Micromonas
KT390068.1,Ostreococcus
KT390066.1,Micromonas
KT390065.1,Ostreococcus
KT390064.1,Ostreococcus
KT390061.1,Pelagococcus
KT390060.1,Ostreococcus
KT390059.1,Hyphochytrium
KT390058.1,Pelagococcus
KT390057.1,Euduboscquella
KT390056.1,Ostreococcus
KT390055.1,Stylonychia
KT390054.1,Chroomonas
KT390053.1,Phaeocystis
KT390052.1,Bathycoccus
KT390050.1,Pelagococcus
KT390049.1,Micromonas
KT390048.1,Micromonas
KT390047.1,Sticholonche
KT390046.1,Amoebophrya
KT390045.1,Micromonas
KT390044.1,Ostreococcus
KT390043.1,Cladococcus
KT390042.1,Mantoniella
KT390041.1,Ostreococcus
KT390040.1,Cladococcus
KT390039.1,Halteria
KT390038.1,Micromonas
KT390037.1,Aureococcus
KT390036.1,Ostreococcus
KT390034.1,Uroleptus
KT390033.1,Pythium
KT390032.1,Levanderina
KT390031.1,Levanderina
KT390030.1,Levanderina
KT390028.1,Blastodinium
KT390027.1,Amoebophrya
KT390026.1,Euduboscquella
KT390025.1,Euduboscquella
KT390024.1,Uroleptus
KT390023.1,Phaeocystis
KT390022.1,Phaeocystis
KT390021.1,Alaria
KT390020.1,Blastodinium
KT390019.1,Margalefidinium
KT390018.1,Prorocentrum
KT390017.1,Gymnodinium
KT390015.1,Gymnodinium
KT390014.1,Euduboscquella
KT390010.1,Euduboscquella
KT390006.1,Euduboscquella
KT390005.1,Euduboscquella
KT390002.1,Levanderina
KT390001.1,Gyrodinium
KT390000.1,Laackmanniella
KT389999.1,Scrippsiella
KT389998.1,Gyrodiniellum
KT389997.1,Gyrodiniellum
KT389996.1,Karlodinium
KT389995.1,Azadinium
KT389994.1,Karlodinium
KT389993.1,Tripos
KT389992.1,Oxytricha
KT389991.1,Halteria
KT389990.1,Halteria
KT389989.1,Kryptoperidinium
KT389988.1,Amoebophrya
KT389987.1,Prorocentrum
KT389986.1,Chrysolepidomonas
KT389985.1,Stylonychia
KT389984.1,Halteria
KT389983.1,Actinomma
KT389982.1,Halteria
KT389981.1,Kryptoperidinium
KT389980.1,Halteria
KT389979.1,Paruroleptus
KT389978.1,Chrysochromulina
KT389977.1,Oxytricha
KT389976.1,Amoebophrya
KT389975.1,Amoebophrya
KT389974.1,Chrysochromulina
KT389973.1,Amphorellopsis
KT389972.1,Sticholonche
KT389971.1,Cymatocylis
KT389970.1,Karlodinium
KT389969.1,Kryptoperidinium
KT389968.1,Dictyocoryne
KT389967.1,Gymnodinium
KT389966.1,Ensiculifera
KT389965.1,Kryptoperidinium
KT389964.1,Stylonychia
KT389963.1,Stylonychia
KT389962.1,Gymnodinium
KT389961.1,Ensiculifera
KT389959.1,Ensiculifera
KT389958.1,Karlodinium
KT389956.1,Scrippsiella
KT389954.1,Pythium
KT389953.1,Gyrodinium
KT389952.1,Lebouridinium
KT389951.1,Amphorellopsis
KT389950.1,Amphorellopsis
KT389949.1,Pythium
KT389948.1,Pythium
KT389947.1,Gyrodinium
KT389946.1,Scrippsiella
KT389945.1,Pythium
KT389943.1,Scrippsiella
KT389942.1,Gymnodinium
KT389941.1,Levanderina
KT389940.1,Thalassiosira
KT389939.1,Amphorellopsis
KT389938.1,Euduboscquella
KT389937.1,Amphorellopsis
KT389936.1,Scrippsiella
KT389935.1,Levanderina
KT389934.1,Euduboscquella
KT389933.1,Euduboscquella
KT389932.1,Pythium
KT389929.1,Euduboscquella
KT389926.1,Euduboscquella
KT389925.1,Euduboscquella
KT389921.1,Euduboscquella
KT389920.1,Euduboscquella
KT389918.1,Dictyocoryne
KT389913.1,Amoebophrya
KT389910.1,Amphorellopsis
KT389909.1,Euduboscquella
KT389907.1,Pelagodinium
KT389906.1,Phaeocystis
KT389905.1,Scrippsiella
KT389904.1,Gyrodinium
KT389903.1,Gyrodiniellum
KT389902.1,Chrysochromulina
KT389900.1,Azadinium
KT389899.1,Euduboscquella
KT389898.1,Karlodinium
KT389897.1,Scrippsiella
KT389896.1,Gymnodinium
KT389895.1,Polykrikos
KT389894.1,Scrippsiella
KT389893.1,Laackmanniella
KT389892.1,Histioneis
KT389891.1,Cymatocylis
KT389890.1,Phaeocystis
KT389889.1,Pseudo-nitzschia
KT389888.1,Lepidodinium
KT389887.1,Nannochloropsis
KT389886.1,Norrisiella
KT389885.1,Azadinium
KT389884.1,Phaeocystis
KT389883.1,Amoebophrya
KT389882.1,Ostreococcus
KT389881.1,Prymnesium
KT389880.1,Karlodinium
KT389879.1,Stylonychia
KT389878.1,Actinomma
KT389877.1,Amoebophrya
KT389876.1,Gymnodinium
KT389875.1,Prymnesium
KT389874.1,Cosmocalanus
KT389873.1,Phaeocystis
KT389870.1,Prymnesium
KT389868.1,Picomonas
KT389867.1,Cosmocalanus
KT389866.1,Kryptoperidinium
KT389865.1,Dictyocoryne
KT389864.1,Prymnesium
KT389863.1,Ostreococcus
KT389862.1,Pseudokeronopsis
KT389861.1,Halteria
KT389860.1,Cymatocylis
KT389859.1,Temora
KT389858.1,Cosmocalanus
KT389857.1,Kryptoperidinium
KT389856.1,Dictyocoryne
KT389855.1,Chrysolepidomonas
KT389854.1,Amoebophrya
KR905936.1,fungus
KR905935.1,fungus
KP890646.1,Fungal
KP890645.1,Fungal
KP890644.1,Fungal
KP890643.1,Fungal
KP890642.1,Fungal
KP890641.1,Fungal
KP890640.1,Fungal
KP890639.1,Fungal
KP890638.1,Fungal
KP890637.1,Fungal
KP890636.1,Fungal
KP890635.1,Fungal
KP890634.1,Fungal
KP890633.1,Fungal
KP890632.1,Fungal
KP890631.1,Fungal
KP890630.1,Fungal
KP890629.1,Fungal
KP890628.1,Fungal
KP890627.1,Fungal
KP890626.1,Fungal
KP890625.1,Fungal
KP890624.1,Fungal
KP890623.1,Fungal
KP890622.1,Fungal
KP890621.1,Fungal
KP890620.1,Fungal
KP890619.1,Fungal
KP890618.1,Fungal
KP890617.1,Fungal
KP890616.1,Fungal
KP890615.1,Fungal
KP890614.1,Fungal
KP890613.1,Fungal
KP890612.1,Fungal
KP890611.1,Fungal
KP890610.1,Fungal
KP890609.1,Fungal
KP890608.1,Fungal
KP890607.1,Fungal
KP890606.1,Fungal
KP890605.1,Fungal
KP890604.1,Fungal
KP890603.1,Fungal
KP890602.1,Fungal
KP890601.1,Fungal
KP890600.1,Fungal
KP890599.1,Fungal
KP890598.1,Fungal
KP890597.1,Fungal
KP890596.1,Fungal
KP890595.1,Fungal
KP890594.1,Fungal
KP890593.1,Fungal
KP890592.1,Fungal
KP890591.1,Fungal
KP890590.1,Fungal
KP890589.1,Fungal
KP890588.1,Fungal
KP890587.1,Fungal
KP890586.1,Fungal
KP890585.1,Fungal
KP890584.1,Fungal
KP890583.1,Fungal
KP890582.1,Fungal
KP890581.1,Fungal
KP890580.1,Fungal
KP890579.1,Fungal
KP890578.1,Fungal
KP890577.1,Fungal
KP890576.1,Fungal
KP890575.1,Fungal
KP890574.1,Fungal
KP890573.1,Fungal
KP890572.1,Fungal
KP890571.1,Fungal
KP890570.1,Fungal
KP890569.1,Fungal
KP890568.1,Fungal
KP890567.1,Fungal
KP890566.1,Fungal
KP890565.1,Fungal
KP890564.1,Fungal
KP890563.1,Fungal
KP890562.1,Fungal
KP890561.1,Fungal
KP890560.1,Fungal
KP890559.1,Fungal
KP890558.1,Fungal
KP890557.1,Fungal
KP890556.1,Fungal
KP890555.1,Fungal
KP890554.1,Fungal
KP890553.1,Fungal
KP890552.1,Fungal
KP890551.1,Fungal
KP890550.1,Fungal
KP890549.1,Fungal
KP890548.1,Fungal
KP890547.1,Fungal
KP890546.1,Fungal
KP890545.1,Fungal
KP890544.1,Fungal
KP890543.1,Fungal
KP890542.1,Fungal
KP890541.1,Fungal
KP890540.1,Fungal
KP890539.1,Fungal
KP890538.1,Fungal
KP890537.1,Fungal
KP890536.1,Fungal
KP890535.1,Fungal
KP890534.1,Fungal
KP890533.1,Fungal
KP890532.1,Fungal
KP890531.1,Fungal
KP890530.1,Fungal
KP890529.1,Fungal
KP890528.1,Fungal
KP890527.1,Fungal
KP890526.1,Fungal
KP890525.1,Fungal
KP890524.1,Fungal
KP890523.1,Fungal
KP890522.1,Fungal
KP890521.1,Fungal
KP890520.1,Fungal
KP890519.1,Fungal
KP890518.1,Fungal
KP890517.1,Fungal
KP890516.1,Fungal
KP890515.1,Fungal
KP890514.1,Fungal
KP890513.1,Fungal
KP890512.1,Fungal
KP890511.1,Fungal
KP890510.1,Fungal
KP890509.1,Fungal
KP890508.1,Fungal
KP890507.1,Fungal
KP890506.1,Fungal
KP890505.1,Fungal
KP890504.1,Fungal
KP890503.1,Fungal
KP890502.1,Fungal
KP890501.1,Fungal
KP890500.1,Fungal
KP890499.1,Fungal
KP890498.1,Fungal
KP890497.1,Fungal
KP890496.1,Fungal
KP890495.1,Fungal
KP890494.1,Fungal
KP890493.1,Fungal
KP890492.1,Fungal
KP890491.1,Fungal
KP890490.1,Fungal
KP890489.1,Fungal
KP890488.1,Fungal
KP890487.1,Fungal
KP890486.1,Fungal
KP890484.1,Fungal
KP890483.1,Fungal
KP890482.1,Fungal
KP890481.1,Fungal
KP890480.1,Fungal
KP890479.1,Fungal
KP890478.1,Fungal
KP890477.1,Fungal
KP890476.1,Fungal
KP890475.1,Fungal
KP890474.1,Fungal
KP890473.1,Fungal
KP890472.1,Fungal
KP890471.1,Fungal
KP890470.1,Fungal
KP890469.1,Fungal
KP890468.1,Fungal
KP890467.1,Fungal
KP890466.1,Fungal
KP890465.1,Fungal
KP890464.1,Fungal
KP890463.1,Fungal
KP890462.1,Fungal
KP890461.1,Fungal
KP890460.1,Fungal
KP890459.1,Fungal
KP890458.1,Fungal
KP890457.1,Fungal
KP890456.1,Fungal
KP890455.1,Fungal
KP890454.1,Fungal
KP890453.1,Fungal
KP890452.1,Fungal
KP890451.1,Fungal
KP890450.1,Fungal
KP890449.1,Fungal
KP890448.1,Fungal
KP890447.1,Fungal
KP890446.1,Fungal
KP890445.1,Fungal
KP890444.1,Fungal
KP890443.1,Fungal
KP890442.1,Fungal
KP890441.1,Fungal
KP890440.1,Fungal
KP890439.1,Fungal
KP890438.1,Fungal
KP890437.1,Fungal
KP890436.1,Fungal
KP890435.1,Fungal
KP890434.1,Fungal
KP890433.1,Fungal
KP890432.1,Fungal
KP890431.1,Fungal
KP890430.1,Fungal
KP890429.1,Fungal
KP890428.1,Fungal
KP890427.1,Fungal
KP890426.1,Fungal
KP890425.1,Fungal
KP890424.1,Fungal
KP890423.1,Fungal
KP890422.1,Fungal
KP890421.1,Fungal
KP890420.1,Fungal
KP890419.1,Fungal
KP890418.1,Fungal
KP890417.1,Fungal
KP890416.1,Fungal
KP890415.1,Fungal
KP890414.1,Fungal
KP890413.1,Fungal
KP890412.1,Fungal
KP890411.1,Fungal
KP890410.1,Fungal
KP890409.1,Fungal
KP890408.1,Fungal
KP890407.1,Fungal
KP890406.1,Fungal
KP890405.1,Fungal
KP890404.1,Fungal
KP890403.1,Fungal
KP890402.1,Fungal
KP890401.1,Fungal
KP890400.1,Fungal
KP890399.1,Fungal
KP890398.1,Fungal
KP890397.1,Fungal
KP890396.1,Fungal
KP890395.1,Fungal
KP890394.1,Fungal
KP890393.1,Fungal
KP890392.1,Fungal
KP890391.1,Fungal
KP890390.1,Fungal
KP890389.1,Fungal
KP890388.1,Fungal
KP890386.1,Fungal
KP890385.1,Fungal
KP890384.1,Fungal
KP890383.1,Fungal
KP890382.1,Fungal
KP890381.1,Fungal
KP890380.1,Fungal
KP890379.1,Fungal
KP890378.1,Fungal
KP890377.1,Fungal
KP890376.1,Fungal
KP890375.1,Fungal
KP890373.1,Fungal
KP890372.1,Fungal
KP890371.1,Fungal
KP890370.1,Fungal
KP890369.1,Fungal
KP890368.1,Fungal
KP890367.1,Fungal
KP890366.1,Fungal
KP890365.1,Fungal
KP890363.1,Fungal
KP890362.1,Fungal
KP890361.1,Fungal
KP890360.1,Fungal
KP890359.1,Fungal
KP890358.1,Fungal
KP890357.1,Fungal
KP099814.1,UNVERIFIED:
KP099813.1,UNVERIFIED:
KP099810.1,UNVERIFIED:
KP099780.1,UNVERIFIED:
KP099779.1,UNVERIFIED:
KP099773.1,UNVERIFIED:
KP099769.1,UNVERIFIED:
KP099768.1,UNVERIFIED:
KP099766.1,UNVERIFIED:
KP099764.1,UNVERIFIED:
KP099763.1,UNVERIFIED:
KP099757.1,UNVERIFIED:
KP099753.1,UNVERIFIED:
KP099750.1,UNVERIFIED:
KP099749.1,UNVERIFIED:
KP099744.1,UNVERIFIED:
KP099737.1,UNVERIFIED:
KP099731.1,UNVERIFIED:
KJ194408.1,fungus
KJ194407.1,fungus
KJ194406.1,fungus
KJ194405.1,fungus
KJ194404.1,fungus
KJ194403.1,fungus
KJ194402.1,fungus
KJ194401.1,fungus
KJ194400.1,fungus
KJ194399.1,fungus
KJ194398.1,fungus
KJ194397.1,fungus
KJ194396.1,fungus
KJ194395.1,fungus
KJ194394.1,fungus
KJ194393.1,fungus
KJ194392.1,fungus
KJ194391.1,fungus
KJ194390.1,fungus
KJ194389.1,fungus
KJ194388.1,fungus
KJ194387.1,fungus
KJ194386.1,fungus
KJ194385.1,fungus
KJ194384.1,fungus
KJ194383.1,fungus
KJ194382.1,fungus
KJ194381.1,fungus
KJ194380.1,fungus
KJ194379.1,fungus
KJ194378.1,fungus
KJ194377.1,fungus
KJ194376.1,fungus
KJ194375.1,fungus
KJ194374.1,fungus
KJ194373.1,fungus
KJ194372.1,fungus
KJ194371.1,fungus
KJ194370.1,fungus
KJ194369.1,fungus
KJ194368.1,fungus
KJ194367.1,fungus
KJ194366.1,fungus
KJ194365.1,fungus
KJ194364.1,fungus
KJ194363.1,fungus
KJ194362.1,fungus
KJ194361.1,fungus
KJ194360.1,fungus
KJ194359.1,fungus
KJ194358.1,fungus
KJ194357.1,fungus
KJ194356.1,fungus
KJ194355.1,fungus
KJ194354.1,fungus
KJ194353.1,fungus
KJ194352.1,fungus
KJ194351.1,fungus
KJ194350.1,fungus
KJ194349.1,fungus
KJ194348.1,fungus
KJ194347.1,fungus
